#a,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,l,Obligaciones reconegudes
2025,0111 ,9207 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,272615.72,0,,101129.41
2025,0111 ,9231 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,15441.76,0,,7720.88
2025,0111 ,9231 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11826.64,0,,5913.32
2025,0111 ,9231 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,20049.28,0,,10289.23
2025,061  ,342  ,22104  ,VESTUARI PERSONAL ESPORTS                         ,061,34   ,22    ,14520,0,,1856.14
2025,031  ,1500 ,224    ,ASSEGURANCES VEHICLES                             ,031,15   ,22    ,15544,0,,15394.86
2025,012  ,9205 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,85445.36,0,,37171.58
2025,012  ,9205 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,212838.78,0,,93470.77
2025,012  ,9205 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,149564.16,0,,50317.39
2025,012  ,9206 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,43901.08,0,,8780.22
2025,012  ,9206 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,70547.32,0,,33653.46
2025,012  ,9206 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,88575.71,0,,44118.12
2025,012  ,9206 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,35086.18,0,,19424.6
2025,012  ,9206 ,12006  ,TRIENNIS                                          ,,9    ,1     ,33868.28,0,,17291.87
2025,012  ,9206 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,108035.81,0,,48300.64
2025,012  ,9206 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,241128.3,0,,104444.67
2025,012  ,9206 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,175397.02,0,,88719.81
2025,012  ,9206 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,242392.55,0,,90285.91
2025,012  ,9208 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,35120.88,0,,26340.66
2025,012  ,9208 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,20049.28,0,,10024.64
2025,012  ,9208 ,12006  ,TRIENNIS                                          ,,9    ,1     ,20683.72,0,,10238.32
2025,012  ,9208 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,24196.76,0,,16258.92
2025,012  ,9208 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,68967.08,0,,44432.22
2025,012  ,9208 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,72725.72,0,,36278.37
2025,012  ,9208 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,71142.36,0,,28550.91
2025,012  ,9209 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,15441.76,0,,7720.88
2025,012  ,9209 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,10024.64,0,,5012.32
2025,041  ,326  ,48908  ,TRANSF CORRENTS INST LES SALINES                  ,041,326  ,48908 ,5000,0,,0
2025,044  ,2311 ,2279901,SERVEIS DE SUPORT PSICOLOGIC - SERVEIS BÀSICS     ,044,23   ,22    ,38300,6164.76,,22214.41
2025,052  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,63119.56,0,,31559.78
2025,052  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18817.08,0,,8168.55
2025,061  ,3400 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,3    ,1     ,77120.12,0,,38560.06
2025,061  ,3400 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,10024.64,0,,5012.32
2025,061  ,3400 ,12006  ,TRIENNIS                                          ,,3    ,1     ,3092.12,0,,1546.06
2025,061  ,3400 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5109.58,0,,2554.79
2025,061  ,3400 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11916.24,0,,5958.12
2025,061  ,3400 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,28512.6,0,,11673.45
2025,061  ,3401 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,17560.44,0,,8780.22
2025,061  ,3401 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,7720.94,0,,0
2025,061  ,3401 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,23653.28,0,,11826.64
2025,061  ,3401 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,20049.28,-9528.96,,5508
2025,061  ,3401 ,12006  ,TRIENNIS                                          ,,3    ,1     ,15371.2,-641.8,,6795.42
2025,061  ,3401 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,34072.08,-4140.83,,12976.89
2025,061  ,3401 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,78700.72,-11963.7,,30133.14
2025,061  ,3401 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,57676.02,0,,20066.2
2025,061  ,3411 ,48901  ,TRANSF CORRENTS ASSOC. ESPORTIU                   ,061,3411 ,48901 ,35000,9889.75,,27723.79
2025,0111 ,9202 ,227997 ,CONT PREST SERVEIS DIGITALS                       ,011,92   ,22    ,55000,0,,11616
2025,0111 ,9231 ,12006  ,TRIENNIS                                          ,,9    ,1     ,11383.73,0,,5388.13
2025,0111 ,9231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,22316.42,0,,11223.85
2025,0111 ,9231 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,52204.04,0,,26313.77
2025,0111 ,9231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,40411.56,0,,-1046.03
2025,0111 ,924  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PARTICIPACIÓ           ,011,92   ,22    ,35000,5060.95,,13741.07
2025,0111 ,925  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,100246.4,0,,45110.88
2025,0111 ,925  ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,9187.22,0,,4593.61
2025,0111 ,925  ,12006  ,TRIENNIS                                          ,,9    ,1     ,27572.3,0,,12128.96
2025,0111 ,925  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,53195.94,0,,24043.18
2025,0111 ,925  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,166225.22,0,,75488.35
2025,0111 ,925  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,107997.4,0,,53994.66
2025,0111 ,925  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,129204.99,0,,49543.64
2025,0112 ,419  ,22799  ,PRESTACIÓ SERVEIS PROMOCIÓ DE LA CIUTAT           ,011,41   ,22    ,20200,0,,20119
2025,0112 ,4311 ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,011,43   ,22    ,17500,0,,0
2025,0112 ,4311 ,22699  ,"DESP DIVERSES FIRA AVÍCOLA, MOSTRA                ",011,43   ,22    ,808,0,,0
2025,0112 ,4311 ,227992 ,PREST SERVEIS ACTIV GASTRONÒMIQUES FIRA           ,011,43   ,22    ,45900,0,,0
2025,0112 ,432  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,4    ,1     ,45069.9,0,,22534.95
2025,0112 ,432  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,26103.96,0,,11487.41
2025,0112 ,432  ,22199  ,SUBMINISTRAMENTS DIVERSOS TURISME                 ,011,43   ,22    ,12000,0,,0
2025,0112 ,432  ,22602  ,PUBLICITAT I COMUNICACIÓ TURISME                  ,011,43   ,22    ,18000,0,,2420
2025,044  ,2312 ,22105  ,ALIMENTS RESIDÈNCIA D'AVIS                        ,044,23   ,22    ,85000,522.91,,24541.72
2025,012  ,920  ,22502  ,TRIBUTS DE LES ENTITATS LOCALS                    ,012,92   ,22    ,27500,0,,11731.35
2025,012  ,9209 ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,45935.96,0,,18367.78
2025,012  ,9209 ,12006  ,TRIENNIS                                          ,,9    ,1     ,7753.67,0,,3616.93
2025,012  ,9209 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,1500,0,,1574.28
2025,012  ,9209 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,32051.74,0,,13699.6
2025,012  ,9209 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,95115.58,0,,40320.74
2025,012  ,9209 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,2000,0,,2226.65
2025,012  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,230820.13,0,,117861.92
2025,012  ,9209 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,40000,0,,18838.59
2025,012  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,137875.44,0,,44895.84
2025,012  ,922  ,466    ,TRANSF FMC                                        ,012,922  ,466   ,13000,0,,12710.57
2025,012  ,922  ,46602  ,TRANSF FEMP QUOTA RED EELL ODS                    ,012,922  ,46602 ,4000,0,,2000
2025,012  ,922  ,4661   ,TRANSF ASSOCIACIÓ CATALANA DE MUNICIPIS           ,012,922  ,4661  ,9904,0,,9904
2025,012  ,924  ,22705  ,DESPESES ELECCIONS                                ,012,92   ,22    ,40000,0,,0
2025,012  ,929  ,22699  ,"DESP DIVERSES, INDEMNITZACIONS, ETC               ",012,92   ,22    ,30000,0,,12251.59
2025,012  ,931  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,122923.04,0,,52303.67
2025,012  ,931  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,15441.76,0,,3486.85
2025,012  ,931  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,27659.12,0,,11826.64
2025,012  ,931  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,56178.8,0,,28260.85
2025,012  ,931  ,12006  ,TRIENNIS                                          ,,9    ,1     ,30273.09,0,,14479.18
2025,012  ,931  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,107478.37,0,,47462.48
2025,0111 ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMÀTIC,011,920  ,626   ,758000,101823.81,,102858.87
2025,012  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,306113.28,0,,139809.37
2025,012  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,182136.7,0,,47929.57
2025,061  ,3411 ,48903  ,CONVENI AE PRAT PROMOCIÓ FUTBOL                   ,061,3411 ,48903 ,162000,0,,111000
2025,042  ,3301 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,51802.1,0,,23135.62
2025,042  ,3301 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,28610.52,0,,10176.5
2025,042  ,3321 ,22199  ,BIBLIOTECA - ADQUISICIÓ DE LLIBRES                ,042,33   ,22    ,19200,0,,0
2025,042  ,3322 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,10024.64,0,,5012.32
2025,042  ,3322 ,12006  ,TRIENNIS                                          ,,3    ,1     ,1271.46,0,,600
2025,042  ,3322 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5109.58,0,,2554.79
2025,042  ,3322 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11044.32,0,,5522.16
2025,042  ,3322 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,158868.87,0,,79231.65
2025,042  ,3322 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,58088.82,0,,24620.94
2025,042  ,333  ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,9187.22,0,,4593.61
2025,042  ,333  ,12006  ,TRIENNIS                                          ,,3    ,1     ,2262.4,0,,1131.2
2025,042  ,333  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,3604.86,0,,1802.43
2025,042  ,333  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11861.22,0,,5930.61
2025,042  ,333  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,7073.4,0,,1100.66
2025,042  ,333  ,22101  ,CONSUM AIGUA EDIFICIS CULTURA                     ,,3    ,221   ,17618,0,,0
2025,042  ,334  ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,108092.32,0,,51564.44
2025,042  ,334  ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,94613.12,0,,46438.3
2025,042  ,334  ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,10024.64,0,,0
2025,042  ,334  ,12006  ,TRIENNIS                                          ,,3    ,1     ,45135.46,0,,19121.29
2025,042  ,334  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,106242.64,0,,47169.75
2025,042  ,334  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,234118.64,0,,102181.19
2025,042  ,334  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,137531.92,0,,82707.88
2025,042  ,334  ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,3    ,1     ,800,0,,644.3
2025,061  ,342  ,203    ,RENTING MAQUINARIA FITNESS                        ,061,34   ,20    ,179080,0,,84796.8
2025,012  ,920  ,224    ,ASSEGURANCES                                      ,012,92   ,22    ,430000,137187.21,,441289.85
2025,0112 ,432  ,227991 ,CONTRACTES PRESTACIÓ SERVEIS TURISME              ,011,43   ,22    ,42500,0,,24321
2025,0112 ,432  ,465    ,TRANSF CORRENT CONSORCI TURISME BAIX LLOBREGAT    ,011,432  ,465   ,5918,20000,,25918
2025,0112 ,433  ,48908  ,TRANSF CORRENTS GREMI RESTAURADORS                ,011,433  ,48908 ,5000,0,,0
2025,0112 ,433  ,48915  ,QUOTA MEMBRE FEDERACIO FIRES  DE CATALUNYA        ,011,433  ,48915 ,800,0,,0
2025,0113 ,132  ,22101  ,CONSUM AIGUA SEG CIUTADANA                        ,,1    ,221   ,4132,0,,0
2025,0113 ,132  ,22102  ,COMSUM GAS SEGURETAT CIUTADANA                    ,,1    ,221   ,0,34.29,,34.29
2025,0113 ,132  ,22199  ,"POLICIA LOCAL, SUBM DIVERSOS                      ",011,13   ,22    ,140000,0,,0
2025,0113 ,132  ,224    ,POLICIA LOCAL-ASSEGURANCES                        ,011,13   ,22    ,9600,0,,6766.29
2025,0113 ,132  ,22602  ,PUBLICITAT I PROPAGANDA-SEG.CIUTADANA             ,011,13   ,22    ,1000,0,,0
2025,0113 ,132  ,22699  ,DESPESES DIVERSES - POLICIA LOCAL                 ,011,13   ,22    ,10000,0,,1153.05
2025,0113 ,132  ,23020  ,POLICIA LOCAL - DIETES                            ,011,13   ,23    ,4000,0,,0
2025,0113 ,132  ,23120  ,POLICIA LOCAL - TRASLLATS                         ,011,13   ,23    ,4000,0,,0
2025,0113 ,132  ,481    ,FORMACIÓ I BEQUES                                 ,011,132  ,481   ,10000,0,,0
2025,0113 ,1320 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,82956.24,0,,41478.12
2025,0113 ,1320 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,52681.32,0,,8780.22
2025,0113 ,1320 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,15441.76,0,,7720.88
2025,0113 ,1320 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,1312756.96,0,,596153.56
2025,0113 ,1320 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,50123.2,0,,29539.07
2025,0113 ,1320 ,12006  ,TRIENNIS                                          ,,1    ,1     ,233972.19,0,,117306.61
2025,0113 ,1320 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,705090.12,0,,317426.81
2025,0113 ,1320 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,2532448.52,-60000,,1110207.04
2025,0113 ,1320 ,121031 ,ALTRES COMPLEMENTS                                ,,1    ,1     ,272648,0,,203627.06
2025,0113 ,1320 ,124    ,RETRIBUCIONS FUNC PRÀCTIQUES                      ,,1    ,1     ,2575.55,0,,0
2025,012  ,932  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,105362.64,0,,46755.24
2025,012  ,932  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,24222.08,0,,0
2025,012  ,932  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,53219.86,0,,23653.27
2025,012  ,932  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,70113.24,0,,32757.21
2025,012  ,932  ,12006  ,TRIENNIS                                          ,,9    ,1     ,68526.78,0,,32132.94
2025,012  ,932  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,122987.3,0,,50293.74
2025,012  ,932  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,354214.47,0,,151901.51
2025,012  ,932  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,219876.65,0,,71098.17
2025,012  ,934  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,17560.44,0,,0
2025,012  ,934  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,23529.19,0,,17158.05
2025,012  ,934  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,20049.28,0,,9465.21
2025,012  ,934  ,12006  ,TRIENNIS                                          ,,9    ,1     ,11015.2,0,,6149.22
2025,012  ,934  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,32824.89,0,,12028.57
2025,012  ,934  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,68569.06,0,,27468.03
2025,012  ,934  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,27939.08,0,,2041.29
2025,012  ,934  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,62173.42,0,,18018.31
2025,012  ,934  ,22708  ,DESPESES RECAPTACIÓ ORGT                          ,012,934  ,22708 ,420000,0,,119212.01
2025,012  ,942  ,464    ,AREA METROPOLITANA DE BARCELONA                   ,012,942  ,464   ,1526168,14800,,0
2025,012  ,943  ,466    ,APORT. COMUNITAT MUNICIPIS PLANA GALET            ,012,943  ,466   ,1000,0,,0
2025,014  ,133  ,4643   ,TRANSF CONVENI AMB -APP ZONA BLAVA                ,014,133  ,4643  ,15756,0,,0
2025,014  ,134  ,4642   ,TRANSF BICICLETA PUBLICA  AMB                     ,014,134  ,4642  ,184923,0,,0
2025,031  ,920  ,21201  ,MANTENIMENT I REPARACIÓ D ESPAIS I IMMOBLES PUBLIC,031,92   ,21    ,23000,0,,22713.43
2025,044  ,2311 ,48902  ,TRANSF CORRENTS CENTRE PROM. SOCIAL FRANCESC PALAU,044,2311 ,48902 ,150000,60000,,150000
2025,044  ,2311 ,48908  ,TRANSF CORRENTS CREU ROJA SOCIAL                  ,044,2311 ,48908 ,40500,16200,,40500
2025,044  ,2311 ,48909  ,TRANSF CORRENTS APATS A DOMICILI                  ,044,2311 ,48909 ,252000,25234.6,,105307.83
2025,044  ,2311 ,48912  ,QUOTA CONSORCI DE SALUT I SOCIAL DE CATALUNYA     ,044,2311 ,48912 ,1000,0,,0
2025,044  ,2312 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,38604.46,0,,15441.77
2025,044  ,2312 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,24699.23,0,,12615.78
2025,044  ,2312 ,12006  ,TRIENNIS                                          ,,2    ,1     ,4023.34,0,,1994.03
2025,044  ,2312 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,2    ,1     ,19000,0,,22155.99
2025,044  ,2312 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,23437.24,0,,11906.73
2025,044  ,2312 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,51809.5,70000,,26354.14
2025,044  ,2312 ,121031 ,ALTRES COMPLEMENTS                                ,,2    ,1     ,1600,0,,2393.38
2025,044  ,2312 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,2    ,1     ,37000,0,,42369.27
2025,044  ,2312 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,386699.62,0,,158709.4
2025,044  ,2312 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,2    ,1     ,600,0,,1236.13
2025,044  ,2312 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,2    ,1     ,35555.77,0,,15727.84
2025,044  ,2312 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,2    ,1     ,25000,0,,42581.87
2025,044  ,2312 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,2    ,1     ,800,0,,723.98
2025,044  ,2312 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,167879.28,0,,51026.3
2025,042  ,333  ,227998 ,CONTR PREST SERVEIS CC PALMIRA                    ,042,33   ,22    ,266100,33229.2,,124616.08
2025,0113 ,1320 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,252682.99,0,,127618.6
2025,0113 ,1320 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,8000,0,,3114.59
2025,0113 ,1320 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,1    ,1     ,24630.75,0,,13943.16
2025,0113 ,1320 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,200000,0,,99738.2
2025,0113 ,1320 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,1941507.65,-60000,,662756.9
2025,0113 ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,63119.56,0,,9017.08
2025,0113 ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18817.08,0,,1633.71
2025,012  ,011  ,352    ,DESPESES INTERESSOS DE DEMORA                     ,012,01   ,35    ,17131,0,,2287.94
2025,012  ,011  ,359    ,ALTRES DESPESES FINANCERES                        ,012,01   ,35    ,309000,0,,7089.49
2025,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                          ,012,161  ,740   ,250525,0,,0
2025,012  ,221  ,164    ,AJUDA FAMILIAR                                    ,,2    ,1     ,39385.16,0,,19592.36
2025,012  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,283481.66,0,,114618.27
2025,012  ,912  ,10001  ,ALTRES REMUNERACIONS - ASSISTÈNCIA PLENS          ,,9    ,1     ,86437.33,0,,39035.26
2025,012  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,90702.48,0,,30718.9
2025,012  ,912  ,487    ,TRANSF CORRENTS FUNDACIÓ CATALUNYA EUROPA         ,012,912  ,487   ,0,4000,,4000
2025,012  ,920  ,202    ,ARRENDAMENTS VARIS                                ,012,92   ,20    ,300286,0,,115646
2025,012  ,920  ,209    ,CÀNONS VARIS                                      ,012,92   ,20    ,5000,0,,0
2025,012  ,920  ,22199  ,MATERIAL DIVERS - PREVENCIÓ RISCOS LABORALS       ,012,92   ,22    ,25000,0,,5402.25
2025,012  ,920  ,22500  ,TRIBUTS ESTATALS (Impost producció elèctrica)     ,012,92   ,22    ,1000,0,,0
2025,012  ,920  ,22501  ,TRIBUTS DE LES COMUNITATS AUTÒNOMES               ,012,92   ,22    ,500,0,,0
2025,012  ,920  ,22602  ,"ANUNCIS, PUBLICACIONS, ETC.                       ",012,92   ,22    ,17948,0,,6112.94
2025,012  ,920  ,22603  ,ANUNCIS DIARIS OFICIALS                           ,012,92   ,22    ,15000,0,,6363
2025,014  ,150  ,619    ,INVERSIO EN PACIFICACIÓ VIA PUBLICA               ,014,150  ,619   ,0,591304.73,,0
2025,014  ,1512 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,79362.28,0,,39681.14
2025,014  ,1512 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,109383.42,0,,52681.32
2025,014  ,1512 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,84929.74,0,,38604.4
2025,014  ,1512 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,11826.64,0,,10104.75
2025,014  ,1512 ,12006  ,TRIENNIS                                          ,,1    ,1     ,49076.29,0,,24865.64
2025,014  ,1512 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,100255.18,0,,50047.93
2025,014  ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,287742.08,0,,139526.44
2025,014  ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,71850.68,0,,35925.34
2025,014  ,1512 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,211914.34,0,,78325.47
2025,014  ,440  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,15441.76,0,,7720.88
2025,014  ,440  ,12006  ,TRIENNIS                                          ,,4    ,1     ,5438.76,0,,2043.53
2025,014  ,440  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,12474.84,0,,3935.76
2025,014  ,440  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,33737.06,0,,11893.5
2025,014  ,440  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,22195.08,0,,5925.24
2025,014  ,4411 ,4641   ,TRANSFERÈNCIES CORRENTS AMB - TARGETA ROSA        ,014,4411 ,4641  ,50000,0,,0
2025,014  ,4411 ,46601  ,QUOTA MEMBRE ASSOC RED DE CIUDADES POR LA BICI    ,014,4411 ,46601 ,1200,0,,1200
2025,014  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,66588.76,0,,33294.38
2025,014  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18845.88,0,,8180.2
2025,014  ,9201 ,22699  ,DESP DIVERSES                                     ,014,92   ,22    ,10000,0,,60
2025,062  ,3113 ,227993 ,"CONTRACTE DDD (DESRATITZACIÓ, DESINFECCIÓ,...)    ",062,31   ,22    ,69000,0,,5457.1
